"IMDBCode","DATE","X1","X2","X3"
"tt4574334",2022-06-01,"6","2.9%",29775
"tt4574334",2022-06-01,"5","1.2%",12030
"tt4574334",2022-06-01,"4","0.6%",5653
"tt4574334",2022-06-01,"3","0.4%",3905
"tt4574334",2022-06-01,"2","0.3%",2793
"tt4574334",2022-06-01,"1","1.0%",10112
"tt11043488",2022-06-01,"10","28.7%",2925
"tt11043488",2022-06-01,"9","23.9%",2440
"tt11043488",2022-06-01,"8","26.9%",2745
"tt11043488",2022-06-01,"7","10.3%",1054
"tt11043488",2022-06-01,"6","4.0%",410
"tt11043488",2022-06-01,"5","1.9%",189
"tt11043488",2022-06-01,"4","0.9%",93
"tt11043488",2022-06-01,"3","0.6%",62
"tt11043488",2022-06-01,"2","0.8%",81
"tt11043488",2022-06-01,"1","2.0%",199
"tt11171932",2022-06-01,"10","29.5%",2403
"tt11171932",2022-06-01,"9","25.4%",2073
"tt11171932",2022-06-01,"8","28.8%",2350
"tt11171932",2022-06-01,"7","9.2%",751
"tt11171932",2022-06-01,"6","3.1%",255
"tt11171932",2022-06-01,"5","1.1%",88
"tt11171932",2022-06-01,"4","0.7%",54
"tt11171932",2022-06-01,"3","0.4%",33
"tt11171932",2022-06-01,"2","0.5%",38
"tt11171932",2022-06-01,"1","1.4%",113
"tt11171954",2022-06-01,"10","33.6%",2471
"tt11171954",2022-06-01,"9","31.1%",2288
"tt11171954",2022-06-01,"8","23.1%",1697
"tt11171954",2022-06-01,"7","7.3%",540
"tt11171954",2022-06-01,"6","1.8%",135
"tt11171954",2022-06-01,"5","0.8%",58
"tt11171954",2022-06-01,"4","0.4%",32
"tt11171954",2022-06-01,"3","0.4%",27
"tt11171954",2022-06-01,"2","0.2%",18
"tt11171954",2022-06-01,"1","1.2%",91
"tt11171978",2022-06-01,"10","78.4%",9555
"tt11171978",2022-06-01,"9","13.7%",1667
"tt11171978",2022-06-01,"8","4.2%",515
"tt11171978",2022-06-01,"7","1.4%",173
"tt11171978",2022-06-01,"6","0.5%",67
"tt11171978",2022-06-01,"5","0.3%",40
"tt11171978",2022-06-01,"4","0.2%",21
"tt11171978",2022-06-01,"3","0.1%",10
"tt11171978",2022-06-01,"2","0.2%",24
"tt11171978",2022-06-01,"1","1.0%",121
"tt11172000",2022-06-01,"10","33.9%",2035
"tt11172000",2022-06-01,"9","27.4%",1644
"tt11172000",2022-06-01,"8","25.4%",1521
"tt11172000",2022-06-01,"7","7.9%",471
"tt11172000",2022-06-01,"6","2.2%",131
"tt11172000",2022-06-01,"5","0.9%",54
"tt11172000",2022-06-01,"4","0.6%",35
"tt11172000",2022-06-01,"3","0.2%",15
"tt11172000",2022-06-01,"2","0.2%",13
"tt11172000",2022-06-01,"1","1.4%",81
"tt11172012",2022-06-01,"10","43.3%",2512
"tt11172012",2022-06-01,"9","32.2%",1870
"tt11172012",2022-06-01,"8","15.4%",893
"tt11172012",2022-06-01,"7","4.5%",262
"tt11172012",2022-06-01,"6","1.4%",82
"tt11172012",2022-06-01,"5","0.7%",42
"tt11172012",2022-06-01,"4","0.3%",19
"tt11172012",2022-06-01,"3","0.3%",17
"tt11172012",2022-06-01,"2","0.3%",17
"tt11172012",2022-06-01,"1","1.5%",86
"tt11172022",2022-06-01,"10","84.8%",9295
"tt11172022",2022-06-01,"9","9.6%",1057
"tt11172022",2022-06-01,"8","2.5%",272
"tt11172022",2022-06-01,"7","1.0%",108
"tt11172022",2022-06-01,"6","0.4%",46
"tt11172022",2022-06-01,"5","0.2%",23
"tt11172022",2022-06-01,"4","0.1%",16
"tt11172022",2022-06-01,"3","0.1%",12
"tt11172022",2022-06-01,"2","0.2%",17
"tt11172022",2022-06-01,"1","1.1%",120
"tt3480822",2022-06-01,"10","8.9%",31645
"tt3480822",2022-06-01,"9","6.3%",22173
"tt3480822",2022-06-01,"8","17.3%",61168
"tt3480822",2022-06-01,"7","29.8%",105288
"tt3480822",2022-06-01,"6","20.8%",73566
"tt3480822",2022-06-01,"5","8.6%",30281
"tt3480822",2022-06-01,"4","3.4%",12193
"tt3480822",2022-06-01,"3","1.7%",6149
"tt3480822",2022-06-01,"2","1.0%",3653
"tt3480822",2022-06-01,"1","2.1%",7475
"tt10160804",2022-06-01,"10","16.2%",25517
"tt10160804",2022-06-01,"9","14.5%",22937
"tt10160804",2022-06-01,"8","30.1%",47477
"tt10160804",2022-06-01,"7","23.1%",36550
"tt10160804",2022-06-01,"6","9.1%",14323
"tt10160804",2022-06-01,"5","3.1%",4890
"tt10160804",2022-06-01,"4","1.2%",1954
"tt10160804",2022-06-01,"3","0.7%",1103
"tt10160804",2022-06-01,"2","0.5%",831
"tt10160804",2022-06-01,"1","1.5%",2407
