"IMDBCode","DATE","X1","X2","X3"
"tt11172000",2022-05-31,"7","7.3%",364
"tt11172000",2022-05-31,"6","2.0%",99
"tt11172000",2022-05-31,"5","0.8%",42
"tt11172000",2022-05-31,"4","0.5%",24
"tt11172000",2022-05-31,"3","0.3%",15
"tt11172000",2022-05-31,"2","0.2%",12
"tt11172000",2022-05-31,"1","1.5%",72
"tt11172012",2022-05-31,"10","45.5%",2172
"tt11172012",2022-05-31,"9","31.3%",1493
"tt11172012",2022-05-31,"8","14.7%",701
"tt11172012",2022-05-31,"7","4.1%",195
"tt11172012",2022-05-31,"6","1.2%",57
"tt11172012",2022-05-31,"5","0.7%",34
"tt11172012",2022-05-31,"4","0.3%",15
"tt11172012",2022-05-31,"3","0.3%",14
"tt11172012",2022-05-31,"2","0.3%",16
"tt11172012",2022-05-31,"1","1.6%",75
"tt11172022",2022-05-31,"10","85.0%",7480
"tt11172022",2022-05-31,"9","9.4%",827
"tt11172022",2022-05-31,"8","2.3%",201
"tt11172022",2022-05-31,"7","0.9%",83
"tt11172022",2022-05-31,"6","0.4%",37
"tt11172022",2022-05-31,"5","0.3%",22
"tt11172022",2022-05-31,"4","0.2%",14
"tt11172022",2022-05-31,"3","0.1%",10
"tt11172022",2022-05-31,"2","0.2%",14
"tt11172022",2022-05-31,"1","1.2%",107
"tt3480822",2022-05-31,"10","9.0%",31639
"tt3480822",2022-05-31,"9","6.3%",22170
"tt3480822",2022-05-31,"8","17.3%",61150
"tt3480822",2022-05-31,"7","29.8%",105253
"tt3480822",2022-05-31,"6","20.8%",73537
"tt3480822",2022-05-31,"5","8.6%",30260
"tt3480822",2022-05-31,"4","3.4%",12185
"tt3480822",2022-05-31,"3","1.7%",6146
"tt3480822",2022-05-31,"2","1.0%",3649
"tt3480822",2022-05-31,"1","2.1%",7472
"tt10160804",2022-05-31,"10","16.2%",25509
"tt10160804",2022-05-31,"9","14.5%",22924
"tt10160804",2022-05-31,"8","30.1%",47434
"tt10160804",2022-05-31,"7","23.1%",36499
"tt10160804",2022-05-31,"6","9.1%",14305
"tt10160804",2022-05-31,"5","3.1%",4885
"tt10160804",2022-05-31,"4","1.2%",1954
"tt10160804",2022-05-31,"3","0.7%",1101
"tt10160804",2022-05-31,"2","0.5%",830
"tt10160804",2022-05-31,"1","1.5%",2405
